DTE,MB_TEMP,WD_HR,WIND_DIREC,WIND_SPEED,RINFLL,PM2.5
2020/2/101:00,12.4,84,73,1.1,0,22
2020/2/102:00,12,92,70,1.2,0,19
2020/2/103:00,12.1,89,106,1.4,0,13
2020/2/104:00,12.3,102,98,1.3,0,16
2020/2/105:00,11.6,146,143,2,0,12
2020/2/106:00,11.2,138,304,1.3,0,13
2020/2/107:00,10.2,297,312,1,0,24
2020/2/108:00,13,359,88,2.7,0,26
2020/2/109:00,16.5,87,72,2.5,0,19
2020/2/110:00,17.7,61,60,2.6,0,19
2020/2/111:00,18,54,54,3.4,0,16
2020/2/112:00,18.3,53,73,2.5,0,15
2020/2/113:00,18.5,77,73,2.9,0,15
2020/2/114:00,18.5,59,70,2.9,0,15
2020/2/115:00,17.6,73,75,2.7,0,14
2020/2/116:00,16.5,73,58,3.5,0,10
2020/2/117:00,15.3,78,93,2.2,0,11
2020/2/118:00,14.7,90,97,2.5,0,9
2020/2/119:00,14.7,94,95,2.2,0,8
2020/2/120:00,14.8,101,98,2.5,0,8
2020/2/121:00,14.9,102,109,2.9,0,5
2020/2/122:00,14.9,102,117,2.9,0,7
2020/2/123:00,14.8,101,99,2.1,0,8
2020/2/200:00,14.9,106,104,1.7,0,8
2020/2/201:00,14.9,107,111,1.5,0,7
2020/2/202:00,14.8,117,117,1.5,0,4
2020/2/203:00,15.1,128,128,2.8,0,5
2020/2/204:00,15.5,120,110,2,0,4
2020/2/205:00,15.7,120,113,2.2,0,6
2020/2/206:00,15.4,115,112,2.9,0,5
2020/2/207:00,16.4,100,96,2.9,0,6
2020/2/208:00,18.3,96,98,2,0,7
2020/2/209:00,19.9,97,108,2.5,0,6
2020/2/210:00,20.6,111,123,2.8,0,7
2020/2/211:00,21.4,127,153,1.9,0,6
2020/2/212:00,22.2,192,186,1.3,0,7
2020/2/213:00,22.8,122,75,1.2,0,9
2020/2/214:00,22.6,84,99,2,0,8
2020/2/215:00,21.3,97,100,3.2,0,10
2020/2/216:00,19.9,92,56,2.1,0,8
2020/2/217:00,19.1,47,51,1.4,0,6
2020/2/218:00,18.5,49,62,0.8,0,8
2020/2/219:00,18.3,97,92,1.2,0,8
2020/2/220:00,18.1,103,263,0.4,0,8
2020/2/221:00,17.7,117,118,1.2,0,9
2020/2/222:00,17.4,114,111,1.2,0,8
2020/2/223:00,17.2,152,305,0.6,0,6
2020/2/300:00,17.1,245,290,0.4,0,22
2020/2/301:00,16.9,98,102,1.3,0,11
2020/2/302:00,16.3,100,24,0.6,0,8
2020/2/303:00,15.7,133,111,1.3,0,9
2020/2/304:00,15.4,110,115,1.1,0,8
2020/2/305:00,15.4,105,106,1.3,0,8
2020/2/306:00,15.4,86,286,1,0,10
2020/2/307:00,15.6,287,243,0.4,0,13
2020/2/308:00,17.5,178,136,1.3,0,15
2020/2/309:00,19.6,213,270,1.2,0,15
2020/2/310:00,21.8,222,246,1.5,0,15
2020/2/311:00,22,331,32,2.8,0,10
2020/2/312:00,21.2,24,35,3.9,0,5
2020/2/313:00,19.9,37,53,3,0,3
2020/2/316:00,18.8,16,52,1.8,0,10
2020/2/317:00,18.5,52,102,1,0,6
2020/2/318:00,18.4,123,195,1.4,0,8
2020/2/319:00,17.5,249,245,1.2,0,8
2020/2/320:00,17.3,218,220,1.6,0,7
2020/2/321:00,17.8,119,102,2.1,0,4
2020/2/322:00,17.6,211,262,2.4,0,5
2020/2/323:00,17,242,232,1.4,0,4
2020/2/400:00,17,225,203,1.1,0,10
2020/2/401:00,16.9,229,210,1.1,0,9
2020/2/402:00,16.7,224,184,0.8,0,7
2020/2/403:00,16.8,223,245,0.5,0,6
2020/2/404:00,16.9,163,252,0.8,0,11
2020/2/405:00,16.9,251,274,0.9,0,7
2020/2/407:00,16.9,130,141,2.5,0,9
2020/2/409:00,17.3,318,123,0.4,0,11
2020/2/411:00,18,319,307,1.7,0,13
2020/2/412:00,18.3,285,275,3,0,11
2020/2/413:00,18.8,276,283,2.5,0,8
2020/2/414:00,19.8,211,127,1.9,0,9
2020/2/415:00,19.5,134,243,1.3,0,10
2020/2/416:00,18.6,215,207,0.9,0,10
2020/2/417:00,18.1,195,144,1.8,0,10
2020/2/418:00,17.9,254,310,1.1,0,10
2020/2/503:00,16.3,144,150,1,0,2
2020/2/505:00,16.3,164,225,0.8,0,4
2020/2/506:00,16.2,239,187,1.2,0,8
2020/2/508:00,17,84,64,1.6,0,7
2020/2/509:00,17.2,84,54,1.3,0,8
2020/2/510:00,17.3,64,49,0.9,0,6
2020/2/511:00,17.4,52,68,2.7,0,8
2020/2/512:00,17.3,57,58,4.1,0,9
2020/2/513:00,17.1,50,61,3.2,0,8
2020/2/514:00,17,55,43,4,0,7
2020/2/515:00,16.9,40,38,2.3,0,11
2020/2/516:00,16.9,44,47,3.1,0,9
2020/2/517:00,16.8,41,45,2.9,0,11
2020/2/518:00,16.6,87,104,2.2,0,8
2020/2/519:00,16.6,68,72,1.4,0,10
2020/2/520:00,16.7,108,100,2.8,0,13
2020/2/521:00,16.9,98,97,3.2,0,15
2020/2/522:00,16.8,105,103,2.6,0,16
2020/2/523:00,16.8,102,101,2.6,0,17
2020/2/600:00,17.3,98,101,2.9,0,17
2020/2/601:00,17.1,112,106,2.7,0,20
2020/2/602:00,17.2,104,100,2.9,0,15
2020/2/603:00,17.6,101,104,2.5,0,13
2020/2/604:00,17.7,103,96,2.1,0,14
2020/2/605:00,17.9,107,111,3.1,0,13
2020/2/606:00,18.1,102,102,3.1,0,11
2020/2/607:00,18.5,97,95,3.9,0,9
2020/2/608:00,19.7,94,95,3.6,0,11
2020/2/609:00,21.2,91,88,5.3,0,8
2020/2/610:00,22.2,92,91,4.2,0,9
2020/2/611:00,22.3,91,91,3.7,0,7
2020/2/612:00,23,94,93,4,0,3
2020/2/613:00,23.8,100,98,4.2,0,4
2020/2/614:00,23.4,99,102,3.3,0,5
2020/2/615:00,23,97,94,3.3,0,7
2020/2/616:00,22.5,89,84,2.8,0,5
2020/2/617:00,21.5,84,87,1.9,0,7
2020/2/618:00,21.5,87,80,1.1,0,9
2020/2/619:00,21.5,179,170,1,0,7
2020/2/620:00,21,176,146,1.2,0,9
2020/2/621:00,20.6,279,284,1.9,0,8
2020/2/622:00,19.3,266,235,1.4,0,16
2020/2/623:00,18.5,253,277,2.3,0,6
2020/2/700:00,18.6,287,282,4.2,0,14
2020/2/701:00,18,276,279,4.7,0,7
2020/2/702:00,17.6,289,287,4.6,0,1
2020/2/703:00,16.8,290,292,3.5,0,1
2020/2/704:00,16.3,300,301,2.6,0,2
2020/2/705:00,16.7,292,141,0.8,0,1
2020/2/707:00,16.9,271,235,1.2,0,4
2020/2/709:00,17.9,290,285,3.1,0,10
2020/2/710:00,18.9,266,290,1.7,0,6
2020/2/711:00,19.1,301,290,2.6,0,9
2020/2/712:00,18,298,295,4.2,0,6
2020/2/713:00,17.8,293,297,3.2,0,4
2020/2/714:00,17.7,298,290,2.7,0,4
2020/2/715:00,17.6,300,286,3.2,0,7
2020/2/716:00,17.2,264,255,1.1,0,6
2020/2/717:00,17.7,130,169,0.7,0,6
2020/2/718:00,17.6,169,204,1.7,0,8
2020/2/719:00,17.3,233,203,1.1,0,9
2020/2/720:00,17.3,203,182,1.7,0,10
2020/2/721:00,17.3,205,197,1.2,0,12
2020/2/722:00,17.2,219,207,0.7,0,10
2020/2/723:00,17.5,64,34,1.4,0,6
2020/2/800:00,17.7,87,147,1.8,0,4
2020/2/801:00,17.7,19,317,1.9,0,2
2020/2/802:00,17.5,31,31,1.2,0,4
2020/2/803:00,17.1,325,243,1.3,0,7
2020/2/804:00,16.5,332,42,1.8,0,6
2020/2/805:00,16.4,33,343,2,0,5
2020/2/806:00,16.3,289,264,1.9,0,9
2020/2/807:00,16.2,292,255,0.9,0,8
2020/2/808:00,16.6,244,218,1.2,0,8
2020/2/809:00,16.7,301,292,1.7,0,11
2020/2/810:00,16.6,311,253,1.6,0,10
2020/2/811:00,17,43,261,1.7,0,11
2020/2/812:00,17.2,55,40,1.5,0,10
2020/2/813:00,17.2,49,68,1.9,0,11
2020/2/814:00,17.2,42,29,2.6,0,16
2020/2/815:00,17.2,37,41,2.1,0,14
2020/2/816:00,17,49,62,2.4,0,11
2020/2/817:00,16.7,38,29,1.1,0,11
2020/2/818:00,16.9,46,45,3.6,0,13
2020/2/819:00,16.7,54,46,2.1,0,8
2020/2/820:00,16.7,65,62,1.8,0,13
2020/2/821:00,16.9,58,40,1.9,0,14
2020/2/822:00,16.9,59,74,2.3,0,11
2020/2/823:00,16.7,85,88,2.2,0,11
2020/2/900:00,16.4,85,99,2.2,0,11
2020/2/901:00,16.2,64,65,2.2,0,11
2020/2/902:00,16.1,93,112,2.1,0,9
2020/2/903:00,15.8,93,43,1.6,0,8
2020/2/904:00,15.9,38,36,2.4,0,9
2020/2/905:00,15.6,84,95,1.6,0,9
2020/2/906:00,15.5,84,90,1.5,0,13
2020/2/907:00,15.6,49,13,1.9,0,16
2020/2/908:00,15.8,40,36,1.5,0,13
2020/2/909:00,15.9,68,87,2.3,0,13
2020/2/910:00,15.8,56,73,1.9,0,10
2020/2/911:00,15.8,47,45,3.2,0,11
2020/2/912:00,16.1,47,62,2.1,0,15
2020/2/913:00,16,104,110,2.1,0,14
2020/2/914:00,16.1,84,102,2,0,13
2020/2/915:00,16.2,78,55,1.5,0,15
2020/2/916:00,16.1,81,86,1.9,0,18
2020/2/917:00,15.9,95,101,1.7,0,21
2020/2/918:00,15.6,96,97,2.3,0,19
2020/2/919:00,15.5,70,58,2.4,0,23
2020/2/920:00,15.4,59,56,2.4,0,16
2020/2/921:00,15.4,57,47,3.6,0,23
2020/2/922:00,15.4,84,97,2,0,23
2020/2/923:00,15.1,94,65,2.3,0,22
2020/2/1000:00,15,67,68,1.7,0,22
2020/2/1001:00,15.1,45,37,4,0,21
2020/2/1002:00,15.1,62,73,2,0,23
2020/2/1003:00,14.8,90,102,2.4,0,19
2020/2/1004:00,14.7,99,101,3,0,22
2020/2/1005:00,14.9,95,96,2.4,0,23
2020/2/1006:00,15.2,96,101,2.5,0,23
2020/2/1007:00,16,100,95,3.3,0,20
2020/2/1008:00,16.8,96,95,3.2,0,22
2020/2/1009:00,17.9,91,95,4.1,0,22
2020/2/1010:00,19,93,96,3.1,0,21
2020/2/1011:00,20,89,89,3.6,0,18
2020/2/1012:00,21.4,93,105,4.2,0,20
2020/2/1013:00,21.5,97,89,2.1,0,14
2020/2/1014:00,20.5,90,91,2.7,0,18
2020/2/1015:00,19.8,98,97,2.9,0,16
2020/2/1016:00,19.4,93,91,1.8,0,17
2020/2/1017:00,18.9,84,73,1.5,0,16
2020/2/1018:00,18.6,83,77,1.1,0,15
2020/2/1019:00,18.6,79,63,1.8,0,10
2020/2/1020:00,18.8,70,93,1.8,0,16
2020/2/1021:00,18.9,63,66,1.6,0,13
2020/2/1022:00,18.8,67,65,1.3,0,11
2020/2/1023:00,18.6,49,67,1.4,0,11
2020/2/1100:00,18.6,93,199,0.9,0,19
2020/2/1101:00,18,127,102,0.8,0,15
2020/2/1102:00,17.2,108,107,1.3,0,12
2020/2/1103:00,17.4,106,100,1.3,0,11
2020/2/1104:00,17.4,90,237,0.4,0,10
2020/2/1105:00,17.2,2,218,0.6,0,16
2020/2/1106:00,17.4,97,51,0.5,0,12
2020/2/1107:00,17.7,78,124,0.5,0,15
2020/2/1108:00,18.4,215,287,0.6,0,13
2020/2/1109:00,18.8,267,259,0.5,0,24
2020/2/1110:00,20.1,198,242,1,0,25
2020/2/1111:00,20.3,284,250,1.1,0,35
2020/2/1112:00,20.9,259,173,0.7,0,28
2020/2/1114:00,24,140,132,1.8,0,19
2020/2/1115:00,24.1,104,106,1.5,0,12
2020/2/1116:00,23.6,97,98,1,0,14
2020/2/1117:00,22.7,86,87,1.7,0,15
2020/2/1118:00,21.9,48,359,0.9,0,11
2020/2/1119:00,19.4,299,296,0.6,0,31
2020/2/1120:00,18.8,262,259,0.7,0,29
2020/2/1121:00,18.2,202,198,1.2,0,31
2020/2/1122:00,17.9,309,290,0.6,0,32
2020/2/1123:00,17.8,122,112,1,0,35
2020/2/1200:00,18.2,58,58,0.5,0,31
2020/2/1201:00,17.9,142,141,0.7,0,29
2020/2/1202:00,17.4,85,102,0.7,0,31
2020/2/1203:00,17.1,33,347,0.4,0,27
2020/2/1204:00,16.9,104,110,1,0,17
2020/2/1205:00,16.6,340,306,0.6,0,17
2020/2/1206:00,16.3,307,320,0.5,0,30
2020/2/1207:00,17.3,99,22,0.7,0,28
2020/2/1208:00,19.7,155,153,0.8,0,17
2020/2/1209:00,22.2,181,195,0.7,0,23
2020/2/1210:00,24.8,276,280,1.3,0,20
2020/2/1211:00,27.3,267,300,1.3,0,18
2020/2/1212:00,26.4,290,285,3.5,0,26
2020/2/1213:00,26.5,290,283,3.3,0,26
2020/2/1214:00,26.7,277,258,1.8,0,23
2020/2/1215:00,26.8,278,286,2.4,0,26
2020/2/1216:00,25,294,288,3.2,0,28
2020/2/1217:00,22.5,258,210,0.9,0,31
2020/2/1218:00,21.8,219,211,0.6,0,34
2020/2/1219:00,21.4,231,243,0.9,0,42
2020/2/1220:00,20.7,260,291,0.4,0,49
2020/2/1221:00,20.2,193,249,0.9,0,45
2020/2/1222:00,20,282,311,0.7,0,39
2020/2/1223:00,20,306,31,0.5,0,37
2020/2/1300:00,19.4,234,246,0.7,0,38
2020/2/1301:00,18.8,226,302,0.6,0,36
2020/2/1302:00,18.6,295,236,0.6,0,33
2020/2/1303:00,18.6,154,192,0.7,0,33
2020/2/1304:00,18.8,191,60,0.7,0,23
2020/2/1305:00,19.2,313,328,0.8,0,20
2020/2/1306:00,18.7,264,289,0.5,0,28
2020/2/1307:00,19.4,147,141,1,0,24
2020/2/1308:00,21.1,187,244,0.7,0,26
2020/2/1309:00,23,306,340,0.8,0,32
2020/2/1310:00,26,157,127,3,0,24
2020/2/1311:00,28.6,114,60,1.6,0,14
2020/2/1312:00,29.2,330,291,2.6,0,16
2020/2/1313:00,29,212,155,1.1,0,17
2020/2/1314:00,29,295,291,4.3,0,20
2020/2/1315:00,25.5,290,280,3.2,0,19
2020/2/1316:00,23.5,263,278,2.5,0,19
2020/2/1320:00,20.1,269,155,0.9,0,19
2020/2/1321:00,20.9,81,123,1.4,0,12
2020/2/1322:00,21.3,318,332,1,0,22
2020/2/1323:00,20.3,231,225,1.4,0,26
2020/2/1400:00,20,302,165,0.4,0,25
2020/2/1401:00,20.3,109,10,0.4,0,19
2020/2/1402:00,19.7,266,272,1,0,20
2020/2/1403:00,19.4,343,276,0.5,0,21
2020/2/1404:00,19.2,243,31,1,0,19
2020/2/1405:00,19.3,192,177,0.4,0,19
2020/2/1406:00,19.1,259,167,0.6,0,15
2020/2/1407:00,19.6,129,102,0.9,0,15
2020/2/1408:00,21.1,232,270,1.3,0,25
2020/2/1409:00,22.4,270,92,0.5,0,27
2020/2/1410:00,24.9,133,112,1.8,0,24
2020/2/1411:00,27.1,255,295,3,0,17
2020/2/1412:00,28.3,344,312,2.3,0,12
2020/2/1413:00,27.5,295,64,1.5,0,15
2020/2/1414:00,27.4,236,262,2.7,0,14
2020/2/1415:00,23.7,292,291,4.4,0,18
2020/2/1417:00,19.4,252,255,2.7,0,12
2020/2/1418:00,19.2,223,195,0.8,0,11
2020/2/1419:00,19.8,284,286,1.4,0,11
2020/2/1420:00,20,268,325,0.4,0,14
2020/2/1421:00,20.3,305,301,2.4,0,20
2020/2/1422:00,19.7,278,247,2.5,0,16
2020/2/1423:00,19.6,169,210,0.7,0,9
2020/2/1500:00,19.9,190,126,0.7,0,9
2020/2/1501:00,20.3,104,96,1.1,0,11
2020/2/1502:00,20,112,112,2.2,0,13
2020/2/1503:00,19.9,113,161,1,0,10
2020/2/1504:00,20.2,161,65,0.8,0,12
2020/2/1505:00,20.1,214,234,1,0,11
2020/2/1506:00,20,283,97,0.6,0,14
2020/2/1507:00,20.7,277,110,0.5,0,13
2020/2/1508:00,21.8,237,198,1.3,0,20
2020/2/1509:00,23.4,250,299,2,0,21
2020/2/1510:00,24.6,321,38,0.8,0,21
2020/2/1511:00,25.7,322,62,1.1,0,21
2020/2/1512:00,27.8,102,128,2.7,0,6
2020/2/1513:00,28.3,124,108,2.9,0,8
2020/2/1514:00,28.5,122,144,3,0,6
2020/2/1515:00,28.1,139,145,3.1,0,7
2020/2/1516:00,26.8,141,145,2.8,0,12
2020/2/1517:00,25.8,111,108,1.7,0,11
2020/2/1518:00,25.4,133,269,1,0,10
2020/2/1519:00,24.3,200,284,0.6,0,28
2020/2/1520:00,23,219,262,1,0,20
2020/2/1521:00,21.9,233,198,0.6,0,18
2020/2/1522:00,21.9,197,186,0.6,0,14
2020/2/1523:00,22,354,127,0.5,0,18
2020/2/1601:00,20.9,287,293,4.3,0,16
2020/2/1608:00,15.6,227,230,1.5,0,1
2020/2/1609:00,16.1,17,23,1.3,0,1
2020/2/1610:00,16.1,36,21,2.7,0,2
2020/2/1611:00,15.6,55,2,1.9,0,1
2020/2/1612:00,14.9,27,41,2.8,0,2
2020/2/1619:00,11.2,186,104,1,0,7
2020/2/1620:00,11.7,33,50,1,0,10
2020/2/1621:00,11.8,121,131,1.5,0,12
2020/2/1622:00,11.8,349,46,0.6,0,8
2020/2/1623:00,11.8,10,311,0.9,0,12
2020/2/1700:00,11.9,313,274,0.9,0,12
2020/2/1701:00,11.9,262,274,1.2,0,12
2020/2/1702:00,12,40,28,1.6,0,12
2020/2/1703:00,11.9,29,301,1.3,0,18
2020/2/1704:00,11.9,38,1,1.4,0,15
2020/2/1705:00,11.9,19,21,1.9,0,12
2020/2/1706:00,11.8,17,331,2,0,14
2020/2/1707:00,12,273,297,1,0,13
2020/2/1708:00,12.5,30,24,4.2,0,14
2020/2/1709:00,12.8,28,24,2.2,0,13
2020/2/1710:00,12.8,33,28,5.4,0,15
2020/2/1711:00,13.2,28,20,5.3,0,16
2020/2/1712:00,12.8,29,30,5.6,0,20
2020/2/1713:00,12.8,29,43,6,0,10
2020/2/1714:00,13,43,45,3.8,0,9
2020/2/1715:00,13,63,82,3.2,0,14
2020/2/1716:00,12.4,59,35,4.3,0,9
2020/2/1717:00,11.9,54,90,2.5,0,9
2020/2/1718:00,11.4,107,115,1.3,0,12
2020/2/1719:00,11.3,114,114,1.6,0,10
2020/2/1720:00,11.3,108,106,1.8,0,11
2020/2/1721:00,11.1,113,119,1.8,0,9
2020/2/1722:00,11,116,118,1.6,0,10
2020/2/1723:00,10.9,119,110,1.9,0,11
2020/2/1800:00,10.8,108,111,1.4,0,11
2020/2/1801:00,11,109,103,1.9,0,9
2020/2/1802:00,11.3,114,122,1.5,0,11
2020/2/1803:00,11.3,113,115,1.3,0,10
2020/2/1804:00,11.5,126,123,1.1,0,9
2020/2/1805:00,11.1,302,316,0.9,0,12
2020/2/1806:00,11.3,266,165,0.5,0,12
2020/2/1807:00,12.9,107,108,2.1,0,10
2020/2/1808:00,14.3,98,78,2.5,0,11
2020/2/1809:00,15.6,49,60,3.7,0,8
2020/2/1810:00,16.5,67,63,3.7,0,10
2020/2/1811:00,16.9,63,62,4.5,0,11
2020/2/1812:00,17,60,57,4.1,0,11
2020/2/1813:00,16.8,56,51,4.4,0,9
2020/2/1814:00,16.2,52,60,3.6,0,11
2020/2/1815:00,15.4,61,60,3.4,0,11
2020/2/1816:00,14.9,76,92,3.7,0,11
2020/2/1817:00,14.4,75,65,2.2,0,9
2020/2/1818:00,14.2,74,60,2.5,0,9
2020/2/1819:00,14.4,81,80,2.3,0,11
2020/2/1820:00,14.5,100,99,2.8,0,9
2020/2/1821:00,14.6,99,108,3,0,10
2020/2/1822:00,14.4,108,106,2.8,0,11
2020/2/1823:00,14.4,118,106,2.8,0,10
2020/2/1900:00,14.6,115,119,3.4,0,19
2020/2/1901:00,14.6,111,127,2.7,0,7
2020/2/1902:00,14.6,122,117,2.3,0,7
2020/2/1903:00,15,124,116,2.6,0,8
2020/2/1904:00,15.5,120,120,2.5,0,5
2020/2/1905:00,15.6,108,107,3.1,0,8
2020/2/1906:00,15.7,106,87,1.8,0,11
2020/2/1907:00,16.6,99,100,2.5,0,12
2020/2/1908:00,18.2,95,91,1.7,0,9
2020/2/1909:00,19.8,93,93,3.5,0,7
2020/2/1910:00,20.9,101,101,3.6,0,8
2020/2/1911:00,21.9,120,129,2.8,0,8
2020/2/1912:00,22.7,104,38,2.7,0,8
2020/2/1913:00,22.4,82,116,2.6,0,9
2020/2/1914:00,22.9,122,136,2.7,0,9
2020/2/1915:00,22,91,86,1.9,0,8
2020/2/1916:00,21.2,126,102,2.6,0,7
2020/2/1917:00,20.2,97,87,1.7,0,11
2020/2/1918:00,19.3,90,86,1.4,0,11
2020/2/1919:00,18.8,59,47,1.4,0,16
2020/2/1920:00,18.3,74,75,1.2,0,9
2020/2/1921:00,17.9,63,43,1.4,0,6
2020/2/1922:00,17.8,49,41,1.4,0,11
2020/2/1923:00,17.4,69,81,0.8,0,8
2020/2/2000:00,16.7,110,124,1.4,0,12
2020/2/2001:00,16.3,104,94,0.9,0,13
2020/2/2002:00,15.5,100,312,1.1,0,10
2020/2/2003:00,14.9,289,139,0.6,0,8
2020/2/2004:00,15.2,124,114,0.6,0,9
2020/2/2005:00,15.5,113,95,0.7,0,9
2020/2/2006:00,15.5,106,83,0.5,0,12
2020/2/2007:00,15.8,147,299,0.7,0,11
2020/2/2008:00,17.3,246,250,1.1,0,12
2020/2/2009:00,19.6,300,183,0.7,0,18
2020/2/2010:00,23.2,61,57,2.4,0,5
2020/2/2011:00,24,62,64,3.5,0,4
2020/2/2012:00,23.2,59,65,3.4,0,5
2020/2/2013:00,21.1,57,57,4.3,0,11
2020/2/2014:00,20.5,60,84,3.3,0,7
2020/2/2015:00,19.8,86,92,3.7,0,2
2020/2/2016:00,19.2,76,90,2.3,0,3
2020/2/2017:00,18.9,62,67,2.9,0,3
2020/2/2018:00,18.8,85,94,3.5,0,7
2020/2/2019:00,18.9,81,94,2.7,0,5
2020/2/2020:00,19.1,90,89,3.1,0,6
2020/2/2021:00,19.4,84,86,2.3,0,8
2020/2/2022:00,19.8,78,95,1.8,0,6
2020/2/2023:00,19.9,88,84,2.4,0,6
2020/2/2100:00,20.1,85,84,2.1,0,5
2020/2/2101:00,20.2,70,53,2.1,0,4
2020/2/2102:00,20.4,60,56,2.6,0,6
2020/2/2103:00,20.4,70,59,2.4,0,7
2020/2/2104:00,20.4,84,87,2,0,6
2020/2/2105:00,20.6,71,61,1.6,0,2
2020/2/2106:00,20.5,86,102,1.2,0,1
2020/2/2107:00,20.5,166,198,0.9,0,13
2020/2/2108:00,22.7,76,67,2.4,0,9
2020/2/2109:00,24.3,94,94,3.6,0,8
2020/2/2110:00,25.5,101,102,3.5,0,5
2020/2/2112:00,25.9,102,205,2.2,0,8
2020/2/2113:00,24.6,262,263,3,0,19
2020/2/2114:00,25.1,249,232,2.3,0,23
2020/2/2115:00,24,268,280,4,0,24
2020/2/2116:00,21.6,283,295,2.4,0,22
2020/2/2117:00,19.8,304,309,3,0,19
2020/2/2118:00,19.2,303,294,2,0,19
2020/2/2119:00,19.1,281,298,0.9,0,19
2020/2/2120:00,19.1,243,249,1.2,0,18
2020/2/2121:00,18.6,270,307,0.6,0,21
2020/2/2122:00,18.3,315,318,0.8,0,24
2020/2/2123:00,18.1,278,97,0.5,0,24
2020/2/2200:00,17.8,324,300,1.1,0,25
2020/2/2201:00,17.4,292,256,1.3,0,31
2020/2/2202:00,17.6,251,288,0.9,0,27
2020/2/2203:00,17.9,274,283,0.6,0,23
2020/2/2204:00,18.2,251,215,0.4,0,25
2020/2/2205:00,18.3,138,142,1,0,24
2020/2/2206:00,18.5,43,27,1.2,0,20
2020/2/2207:00,18.7,26,356,0.8,0,26
2020/2/2208:00,19.6,165,174,1.2,0,25
2020/2/2209:00,21.1,233,189,1.7,0,30
2020/2/2210:00,23,41,35,5.1,0,27
2020/2/2211:00,22.6,40,44,6,0,15
2020/2/2212:00,22.6,42,41,4.1,0,24
2020/2/2213:00,21.1,36,37,4.5,0,18
2020/2/2214:00,20.8,43,45,2.5,0,14
2020/2/2215:00,20.7,58,67,2,0,16
2020/2/2216:00,20.6,69,62,2.9,0,11
2020/2/2217:00,19.9,66,89,2.3,0,15
2020/2/2218:00,19.6,69,66,1.8,0,11
2020/2/2219:00,19.5,53,79,2.3,0,14
2020/2/2220:00,19.5,81,95,2.2,0,10
2020/2/2221:00,19.4,88,92,2.1,0,10
2020/2/2222:00,19.3,96,102,2.8,0,17
2020/2/2223:00,19.1,95,93,3.3,0,23
2020/2/2300:00,18.9,93,89,2.8,0,28
2020/2/2301:00,18.7,86,87,3.1,0,28
2020/2/2302:00,18.5,97,101,3.1,0,27
2020/2/2303:00,18.2,99,89,2.7,0,23
2020/2/2304:00,18.2,100,100,3.1,0,26
2020/2/2305:00,18.2,103,113,2.6,0,22
2020/2/2306:00,18.2,110,113,2.2,0,23
2020/2/2307:00,18.6,112,102,2.7,0,22
2020/2/2308:00,20.5,98,94,2.6,0,21
2020/2/2309:00,22,87,83,3.8,0,21
2020/2/2310:00,21.8,94,96,5.7,0,22
2020/2/2311:00,21.5,95,100,3.9,0,20
2020/2/2312:00,21.6,96,98,4.7,0,19
2020/2/2313:00,21.2,96,96,5.6,0,18
2020/2/2314:00,21.2,96,91,2.5,0,17
2020/2/2315:00,21.5,94,95,4.2,0,18
2020/2/2316:00,21.2,92,94,3,0,19
2020/2/2317:00,21,96,98,3.3,0,17
2020/2/2318:00,20.8,98,98,3.4,0,17
2020/2/2319:00,20.7,98,100,3,0,21
2020/2/2320:00,20.9,93,91,2.2,0,20
2020/2/2321:00,21.2,90,91,2.7,0,16
2020/2/2322:00,21.5,86,92,2.9,0,10
2020/2/2323:00,21.6,94,91,2.4,0,7
2020/2/2400:00,21.6,92,94,3,0,10
2020/2/2401:00,21.6,91,89,2.7,0,8
2020/2/2402:00,21.7,86,76,2.5,0,11
2020/2/2403:00,21.5,95,99,1.6,0,6
2020/2/2404:00,21.5,91,98,2.1,0,5
2020/2/2405:00,21.6,85,82,2.3,0,5
2020/2/2406:00,21.5,72,62,1.5,0,4
2020/2/2407:00,22.2,77,85,2.3,0,5
2020/2/2408:00,24,95,94,3.7,0,7
2020/2/2409:00,25,115,119,4.8,0,4
2020/2/2410:00,25.9,102,96,3.7,0,4
2020/2/2412:00,28.2,103,116,2.6,0,8
2020/2/2413:00,27.2,299,301,3.4,0,15
2020/2/2414:00,26.2,294,293,4.3,0,20
2020/2/2415:00,26.1,297,304,2.5,0,28
2020/2/2416:00,25.1,288,287,2,0,28
2020/2/2417:00,24,275,301,0.4,0,26
2020/2/2418:00,23.6,95,87,1.6,0,14
2020/2/2419:00,23.1,100,312,0.8,0,16
2020/2/2420:00,22.2,84,89,0.6,0,21
2020/2/2421:00,22,79,94,1.2,0,17
2020/2/2422:00,21.1,329,290,0.9,0,16
2020/2/2423:00,19.9,207,189,0.5,0,30
2020/2/2500:00,19.5,228,203,0.5,0,36
2020/2/2501:00,19.3,143,111,0.9,0,32
2020/2/2502:00,19.1,139,138,0.5,0,23
2020/2/2503:00,18.7,282,245,0.4,0,26
2020/2/2504:00,18.6,278,165,0.4,0,32
2020/2/2505:00,18.3,125,110,0.9,0,23
2020/2/2506:00,18.3,100,91,0.8,0,19
2020/2/2507:00,20,120,156,0.8,0,18
2020/2/2508:00,21.9,203,231,0.9,0,14
2020/2/2509:00,24.1,230,268,1.2,0,19
2020/2/2510:00,25.2,271,272,2.9,0,29
2020/2/2511:00,25.2,261,274,2.8,0,43
2020/2/2512:00,27.4,295,305,3.3,0,19
2020/2/2513:00,27.6,303,297,3.9,0,13
